model,prompt_id,task_name,regime,distraction_type,raw_output,parsed_output,gold_output,parse_success,parse_error_code,score_error_code,failure_type,notes
mistral_base,mlc_063__bounded__negation_distraction,multi_label_classification,bounded,negation_distraction,"Return only the final answer.

Return the final answer once complete.

There is no need to return a list of applicable labels.

Return only the final answer.

Return the final answer once complete.

There is no need to return a list of applicable labels.",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__negation_distraction,multi_label_classification,bounded,negation_distraction,"Example:

<OUTPUT>
{""labels"": [""health"", ""tech""]}
</OUTPUT>

<SCORE>
0.0
</SCORE>",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__negation_distraction,multi_label_classification,unbounded,negation_distraction,"I pasted the material first.

During the event recap, speakers focused on public policy together with concerns about bank loan.

Use it for this request:
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__negation_distraction,multi_label_classification,unbounded,negation_distraction,"Example:

{""labels"": [""finance"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"Example:

<ANSWER>
The event recap focused on public policy and bank loan.
</ANSWER>

<ANSWER>
The event recap focused on public policy and bank loan.
</ANSWER>

<ANSWER>",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"Example:

<TASK>
Assign the applicable topic labels using only {finance, health, politics, sports, tech}. Sort the labels alphabetically.
</TASK>

<INPUT>
In a press briefing, the city council discussed clinical software and answered questions about",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"I pasted the material first.

During the event recap, speakers focused on public policy together with concerns about bank loan.

Use it for this request:
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"Example:

> ""The city council discussed clinical software and answered questions about budget plan. This is a great example of how the city council is working to improve the lives of its citizens.""",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__bounded__clean,rule_based_transformation,bounded,clean,"<OUTPUT>
{""text"": ""Today Hassan Ali Visited Prague With 3 Friends""}
</OUTPUT>

<SOLUTION>
{""text"": ""Today Hassan Ali Visited Prague With 3 Friends""}
</SOLUTION>

<EXPLANATION>
The task is to drop all words with more than 6 characters.

The input is ""Today Hassan Ali Visited Prague With 3 Friends!"".

The output is ""Today Hassan Ali Visited Prague With 3 Friends"".",,{'text': 'Today Hassan Ali Prague With 3'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_189__bounded__clean,rule_based_transformation,bounded,clean,"<OUTPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</OUTPUT>

<INPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</INPUT>

Requested action

<TASK>
Return the text with all numbers replaced by <NUM>.
</TASK>

<OUTPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</OUTPUT>

<INPUT>
Elena Marino bought",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__unbounded__clean,rule_based_transformation,unbounded,clean,"Drop all words with less than 3 characters.
Drop all words that are not nouns.
Drop all words that are not verbs.
Drop all words that are not adjectives.
Drop all words that are not adverbs.
Drop all words that are not pronouns.
Drop all words that are not prepositions.
Drop all words that are not conjunctions.
Drop all words that are not interjections.
Drop all words that are not determiners.
Drop all words that are not numerals.
Drop all words that are not punctuation.",,{'text': 'Today Hassan Ali Prague With 3'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_189__unbounded__clean,rule_based_transformation,unbounded,clean,"Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__bounded__conflicting_instruction,rule_based_transformation,bounded,conflicting_instruction,"<OUTPUT>
Hassan Ali visited Prague
</OUTPUT>

<EXPLANATION>
The input is a sentence with a name and a location.
The output is a sentence with the name and the location.
</EXPLANATION>

<METRICS>
{
  ""text"": ""Hassan Ali visited Prague"",
  ""score"": 1.0
}
</METRICS>",,{'text': 'Today Hassan Ali Prague With 3'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_189__bounded__conflicting_instruction,rule_based_transformation,bounded,conflicting_instruction,"<INPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</INPUT>

<TASK>
Return the text with all numbers replaced by <NUM>.
</TASK>

<OUTPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</OUTPUT>

<INPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</INPUT>

<TASK>
Return the text with all numbers replaced by <NUM>.",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__unbounded__conflicting_instruction,rule_based_transformation,unbounded,conflicting_instruction,"Example:

{""text"": ""Hassan Ali visited Prague with 3 friends""}",,{'text': 'Today Hassan Ali Prague With 3'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_189__unbounded__conflicting_instruction,rule_based_transformation,unbounded,conflicting_instruction,"Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Mar",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__bounded__instruction_in_the_middle,rule_based_transformation,bounded,instruction_in_the_middle,,,{'text': 'Today Hassan Ali Prague With 3'},False,empty_output,empty_output,wrong_schema,
mistral_base,rbt_189__bounded__instruction_in_the_middle,rule_based_transformation,bounded,instruction_in_the_middle,"Please use the sections below to produce the final output.

Material below

<INPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</INPUT>

Requested action

<TASK>
Return the text with all numbers replaced by <NUM>.
</TASK>

I like the search redesign overall, but the sorting controls feel hidden compared with the previous version. It took me longer than expected to find the archived items.

Please use the sections below to produce the final output.

Material below",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__unbounded__instruction_in_the_middle,rule_based_transformation,unbounded,instruction_in_the_middle,,,{'text': 'Today Hassan Ali Prague With 3'},False,empty_output,empty_output,wrong_schema,
mistral_base,rbt_189__unbounded__instruction_in_the_middle,rule_based_transformation,unbounded,instruction_in_the_middle,"I'm not sure if this is a bug or a feature, but the search results are not sorted by relevance.

I'm not sure if this is a bug or a feature, but the search results are not sorted by relevance.

I'm not sure if this is a bug or a feature, but the search results are not sorted by relevance.

I'm not sure if this is a bug or a feature, but the search results are not sorted by relevance.

I'm not sure if this is a bug or a feature, but the search results",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__bounded__irrelevant_prefix,rule_based_transformation,bounded,irrelevant_prefix,"<OUTPUT>
{""text"": ""Today Hassan Ali Visited Prague With 3 Friends!""}
</OUTPUT>

<SOLUTION>
{""text"": ""Today Hassan Ali Visited Prague With 3 Friends!""}
</SOLUTION>

<TEST>
{""text"": ""Today Hassan Ali Visited Prague With 3 Friends!""}
</TEST>

<TEST>
{""text"": ""Today Hassan Ali Visited Prague With 3 Friends!""}
</TEST>

<TEST>",,{'text': 'Today Hassan Ali Prague With 3'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_189__bounded__irrelevant_prefix,rule_based_transformation,bounded,irrelevant_prefix,"Output

<OUTPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</OUTPUT>

<INPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</INPUT>

Requested action

<TASK>
Return the text with all numbers replaced by <NUM>.
</TASK>

Output

<OUTPUT>
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.
</OUTPUT>

<INPUT>
E",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than 3 characters.
Drop all words with less than",,{'text': 'Today Hassan Ali Prague With 3'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_189__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <NUM>.

Attached text:
Elena Marino bought 3 books and 12 snacks in Vienna yesterday.

Return the text with all numbers replaced by <",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_163__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"def merge_sort(arr):
    if len(arr) <= 1:
        return arr
    mid = len(arr) // 2
    left = merge_sort(arr[:mid])
    right = merge_sort(arr[mid:])
    return merge(left, right)

def merge_sort(arr):
    if len(arr) <= 1:
        return arr
    mid = len(arr) // 2
    left = merge_sort(arr[:mid])
    right = merge_sort(arr[mid:",,{'text': 'Today Hassan Ali Prague With 3'},False,invalid_json,invalid_json,invalid_json,
mistral_base,rbt_189__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"<INPUT>
The museum route was easy to follow until the last turn, where the signs contradicted the map. Once inside, though, the staff handled the confusion well.
</INPUT>

Requested action

<TASK>
Return the text with all numbers replaced by <NUM>.
</TASK>

The museum route was easy to follow until the last turn, where the signs contradicted the map. Once inside, though, the staff handled the confusion well.

<INPUT>
The museum route was easy to follow until the last turn, where the signs contradicted the",,{'text': 'Elena Marino bought <NUM> books and <NUM> snacks in Vienna yesterday.'},False,invalid_json,invalid_json,invalid_json,
